User Id,Time,Win/Loss Ratio,Number of Deposits,label
743,2,0.978086565,5,1
744,1,0.903878991,0,0
745,5,6.92187725,1,0
746,23,0.190488077,16,5
747,2,1.577936646,2,0
748,9,0.853454176,4,2
749,11,1.129580682,1,2
750,0,0.311149283,2,2
751,2,0.731600448,0,0
752,3,0.089765669,15,5
753,4,0.61769635,2,2
754,22,0.253900104,6,5
755,9,0.777267841,4,2
756,3,0.53316802,3,2
757,3,0.423796287,3,1
758,1,6.38102981,3,0
759,3,0.33241026,1,2
760,5,0.697237312,3,2
761,2,0.335831545,3,2
762,10,1.567400826,2,0
763,2,5.802261339,2,0
764,9,0.422637185,9,4
765,5,1.153577575,1,2
766,16,1.650127691,3,5
767,2,0.33437142,3,2
768,3,0.512597924,2,3
769,3,0.309221436,2,3
770,15,6.33629088,4,4
771,17,0.03079538,6,5
772,8,1.821218888,4,3
773,23,0.190488077,16,5
774,6,0.47847884,8,4
775,2,1.022650037,2,3
776,1,2.75272399,0,0
777,9,0.30490792,3,3
778,4,0.435421214,4,3
779,16,0.126115,10,5
780,6,0.491789651,8,4
781,7,0.796213166,2,1
782,9,0.692432615,6,3
783,11,1.483294611,0,2
784,6,1.091439086,2,1
785,0,0.23661432,7,3
786,10,0.67731264,8,3
787,18,0.198610623,16,5
788,23,1.071216087,3,5
789,0,1.061353462,1,0
790,0,1.916250679,2,0
791,4,6.081257533,1,0
792,3,0.225402629,5,4
793,4,0.174787005,4,4
794,9,0,15,5
795,11,1.104302085,1,2
796,4,6.418325058,1,0
797,6,1.047804831,1,0
798,5,0.225402629,5,4
799,2,0.122757058,11,4
800,4,5.224777587,1,0
801,2,0.703364722,1,0
802,7,1.109994871,5,3
803,7,1.264746968,5,3
804,9,0.46382378,7,4
805,16,1.095897654,2,5
806,6,6.28158471,1,0
807,7,0.485832277,5,3
808,10,0.715114422,4,2
809,24,0.323832695,2,5
810,5,1.935940439,1,1
811,4,0.268040372,4,4
812,7,1.106183997,4,3
813,9,0.62386586,2,4
814,11,1.882552348,5,4
815,22,1.061996439,2,5
816,9,0.71746905,4,2
817,4,0.330352442,4,3
818,0,0.066064751,6,3
819,3,0.130993465,7,4
820,5,0.331894028,1,2
821,18,0.070421781,26,5
822,8,1.124102576,4,3
823,1,0.041810432,7,3
824,7,1.089772878,1,1
825,3,0.689454989,3,3
826,1,0.033011603,7,3
827,5,0.184118756,4,4
828,9,0.317915656,8,4
829,5,0.129214527,6,4
830,8,0.162207943,2,4
831,3,0.491533931,4,3
832,1,1.626625935,2,0
833,1,1.09968551,1,0
834,6,1.105210834,1,0
835,1,0.77717076,1,0
836,17,1.061996439,2,5
837,2,0.653827205,2,1
838,5,0.25207073,4,3
839,2,0.25428771,7,3
840,4,0.41454794,4,3
841,19,1.372592847,2,5
842,2,0.509213391,2,2
843,7,1.470427619,6,3
844,3,1.23361086,4,1
845,1,0.963528329,1,0
846,20,0.157394973,6,5
847,18,0.075776227,23,5
848,11,3.946904712,4,4
849,2,0.689796187,2,1
850,4,0.209421564,6,4
851,4,0.267774279,5,3
852,5,0.174787005,4,3
853,3,3.40955856,4,4
854,9,0.230940352,8,4
855,1,1.472102631,2,0
856,1,0.702563055,3,1
857,1,6.555628504,2,0
858,1,1.653977553,2,0
859,6,0.451205219,9,4
860,1,5.061713173,3,0
861,7,1.09031339,1,1
862,5,0.227792244,5,4
863,9,0.40561722,8,4
864,4,0.227248822,6,3
865,2,2.712441987,2,0
866,6,0.230578017,5,4
867,3,0.191206663,8,4
868,6,0.039117295,35,5
869,7,0.410365691,2,2
870,9,0.28503567,5,3
871,9,8.030058276,1,0
872,5,0.209448116,6,4
873,4,0.24783653,4,3
874,4,0.013048125,20,5
875,20,1.281891791,2,5
876,9,0.654802337,8,4
877,3,0.423567215,3,2
878,13,0.066118153,27,5
879,4,0.332500074,4,3
880,13,2.350212453,2,4
881,1,0.316666396,2,2
882,4,0.653760432,1,2
883,3,0.234326214,8,4
884,5,0.10363134,6,4
885,21,1.427972783,3,5
886,10,0.65892079,5,3
887,11,0.00075178,34,5
888,4,5.75630219,1,0
889,7,0.725082631,2,3
890,6,0.302759808,8,3
891,3,0.233171962,1,2
892,16,3.311301059,3,4
893,1,0.470122414,3,2
894,6,0.380088086,7,4
895,5,0.190492769,4,4
896,9,6.382532003,0,2
897,2,0.589717688,3,1
898,8,0.68917588,5,3
899,7,1.048727159,5,3
900,1,6.048234299,2,0
901,2,6.412013999,3,0
902,2,0.364867945,2,3
903,8,5.891526228,1,1
904,5,0.22544636,7,4
905,7,0.332407218,1,2
906,1,0.91887221,4,1
907,6,1.145178094,1,0
908,6,0.472856262,6,3
909,8,1.192389741,4,2
910,9,0.328123452,7,4
911,1,1.110570512,1,0
912,6,0.102161211,4,2
913,8,1.200632981,4,3
914,3,0.372618163,4,2
915,4,0.642135612,2,2
916,19,0.494714149,15,5
917,7,1.099428225,1,1
918,4,0.35120758,2,3
919,0,2.748193451,0,0
920,3,0.325250147,2,2
921,3,0.486761669,2,3
922,3,1.006941553,3,2
923,6,0.49784468,1,2
924,2,5.661333135,1,0
925,18,1.561942648,3,5
926,11,1.62667666,0,2
927,1,0.212419213,7,3
928,8,1.021265012,4,3
929,10,0.60124242,5,3
930,5,0.221144014,5,4
931,20,1.091013337,2,5
932,2,0.584875251,2,2
933,4,0.367926388,2,3
934,9,0.403966995,3,3
935,20,1.181438439,2,5
936,12,2.933821251,5,4
937,1,2.98626356,2,0
938,23,0.181288237,8,5
939,5,0.295196566,5,4
940,22,1.60244099,3,5
941,4,0.47324826,4,1
942,5,0.490049983,1,2
943,7,0.210710032,5,4
944,9,0.19736871,8,4
945,23,0.198666238,11,5
946,8,0.422237816,6,4
947,24,1.968939999,3,5
948,0,0.115109314,7,3
949,1,0.154908341,8,3
950,7,0.297101387,5,4
951,10,0.324475636,8,4
952,16,0,6,5
953,7,1.277575607,5,3
954,6,1.025845388,1,1
955,5,1.398922042,2,1
956,6,5.240588159,1,0
957,20,0.169210105,14,5
958,7,0.071147881,18,5
959,5,0.48920113,2,2
960,3,0.30162999,3,3
961,9,1.044891598,1,1
962,23,0.230940352,8,5
963,13,0.08773354,9,5
964,4,0.13304699,4,3
965,10,0.860375859,5,2
966,0,0.879417246,1,0
967,12,0.194673448,32,5
968,9,0.380162835,7,4
969,7,0.615628566,2,2
970,0,0.33919985,2,2
971,4,0.331561392,1,2
972,4,1.048459244,2,1
973,1,0.237159258,8,3
974,8,0.494192631,3,3
975,23,0.157180592,6,5
976,9,0.319521172,9,4
977,0,1.95781107,1,0
978,1,0.834393169,1,0
979,9,0.453246991,3,3
980,17,0.039304328,35,5
981,16,1.722251864,1,4
982,3,0.58400821,2,3
983,7,1.279038728,5,3
984,2,0.776441212,0,0
985,9,1.181119821,1,1
986,18,0.056760251,10,5
987,18,0.161871103,12,5
988,5,0.50610136,5,2
989,2,0.230940352,8,3
990,5,0.275663977,5,3
991,9,0.453249784,5,3
992,6,0.002117019,8,4
993,6,0.479841548,7,4
994,7,0.471999832,4,3
995,21,1.028480116,2,5
996,3,0.368832018,2,2
997,20,0.102035332,10,5
998,10,0.405922109,1,2
999,4,0.254651675,7,4
1000,5,6.976310234,1,0
